task,n,k,threads,schedule,chunk,trial,time
A,100000,28,2,guided,4,2,1.409444
A,100000,28,2,guided,4,3,1.451481
A,100000,28,2,guided,4,4,1.371439
A,100000,28,2,guided,4,5,1.160745
A,100000,28,2,guided,16,1,1.486672
A,100000,28,2,guided,16,2,1.185210
A,100000,28,2,guided,16,3,1.244695
A,100000,28,2,guided,16,4,1.222406
A,100000,28,2,guided,16,5,1.220690
A,100000,28,2,guided,64,1,1.248203
A,100000,28,2,guided,64,2,1.244543
A,100000,28,2,guided,64,3,1.364658
A,100000,28,2,guided,64,4,1.515794
A,100000,28,2,guided,64,5,1.396012
A,100000,28,4,static,auto,1,0.634458
A,100000,28,4,static,auto,2,0.729326
A,100000,28,4,static,auto,3,0.735302
A,100000,28,4,static,auto,4,0.756391
A,100000,28,4,static,auto,5,0.675447
A,100000,28,4,dynamic,1,1,0.696487
A,100000,28,4,dynamic,1,2,0.742490
A,100000,28,4,dynamic,1,3,0.688732
A,100000,28,4,dynamic,1,4,0.707925
A,100000,28,4,dynamic,1,5,0.732755
A,100000,28,4,dynamic,4,1,0.708651
A,100000,28,4,dynamic,4,2,0.732474
A,100000,28,4,dynamic,4,3,0.703149
A,100000,28,4,dynamic,4,4,0.559431
A,100000,28,4,dynamic,4,5,0.583459
A,100000,28,4,dynamic,16,1,0.621714
A,100000,28,4,dynamic,16,2,0.638131
A,100000,28,4,dynamic,16,3,0.594069
A,100000,28,4,dynamic,16,4,0.657200
A,100000,28,4,dynamic,16,5,0.611630
A,100000,28,4,dynamic,64,1,0.614548
A,100000,28,4,dynamic,64,2,0.643291
A,100000,28,4,dynamic,64,3,0.554292
A,100000,28,4,dynamic,64,4,0.573051
A,100000,28,4,dynamic,64,5,0.635554
A,100000,28,4,guided,1,1,0.563978
A,100000,28,4,guided,1,2,0.606798
A,100000,28,4,guided,1,3,0.607427
A,100000,28,4,guided,1,4,0.599295
A,100000,28,4,guided,1,5,0.711710
A,100000,28,4,guided,4,1,0.679182
A,100000,28,4,guided,4,2,0.594075
A,100000,28,4,guided,4,3,0.551788
A,100000,28,4,guided,4,4,0.634318
A,100000,28,4,guided,4,5,0.595333
A,100000,28,4,guided,16,1,0.586073
A,100000,28,4,guided,16,2,0.592690
A,100000,28,4,guided,16,3,0.607440
A,100000,28,4,guided,16,4,0.631020
A,100000,28,4,guided,16,5,0.636092
A,100000,28,4,guided,64,1,0.559200
A,100000,28,4,guided,64,2,0.590726
A,100000,28,4,guided,64,3,0.642907
A,100000,28,4,guided,64,4,0.731049
A,100000,28,4,guided,64,5,0.592772
A,100000,28,8,static,auto,1,0.379795
A,100000,28,8,static,auto,2,0.418588
A,100000,28,8,static,auto,3,0.393596
A,100000,28,8,static,auto,4,0.380072
A,100000,28,8,static,auto,5,0.379908
A,100000,28,8,dynamic,1,1,0.353251
A,100000,28,8,dynamic,1,2,0.338192
A,100000,28,8,dynamic,1,3,0.355827
A,100000,28,8,dynamic,1,4,0.352514
A,100000,28,8,dynamic,1,5,0.355657
A,100000,28,8,dynamic,4,1,0.390635
A,100000,28,8,dynamic,4,2,0.379125
A,100000,28,8,dynamic,4,3,0.386842
A,100000,28,8,dynamic,4,4,0.389373
A,100000,28,8,dynamic,4,5,0.379369
A,100000,28,8,dynamic,16,1,0.391108
A,100000,28,8,dynamic,16,2,0.382649
A,100000,28,8,dynamic,16,3,0.356280
A,100000,28,8,dynamic,16,4,0.366018
A,100000,28,8,dynamic,16,5,0.384551
A,100000,28,8,dynamic,64,1,0.362548
A,100000,28,8,dynamic,64,2,0.366416
A,100000,28,8,dynamic,64,3,0.384660
A,100000,28,8,dynamic,64,4,0.359492
A,100000,28,8,dynamic,64,5,0.389207
A,100000,28,8,guided,1,1,0.382592
A,100000,28,8,guided,1,2,0.389600
A,100000,28,8,guided,1,3,0.415703
A,100000,28,8,guided,1,4,0.373620
A,100000,28,8,guided,1,5,0.419767
A,100000,28,8,guided,4,1,0.385874
A,100000,28,8,guided,4,2,0.371166
A,100000,28,8,guided,4,3,0.344557
A,100000,28,8,guided,4,4,0.351523
A,100000,28,8,guided,4,5,0.340567
A,100000,28,8,guided,16,1,0.376305
A,100000,28,8,guided,16,2,0.403172
A,100000,28,8,guided,16,3,0.407660
A,100000,28,8,guided,16,4,0.420301
A,100000,28,8,guided,16,5,0.397815
A,100000,28,8,guided,64,1,0.419377
A,100000,28,8,guided,64,2,0.403128
A,100000,28,8,guided,64,3,0.382044
A,100000,28,8,guided,64,4,0.396372
A,100000,28,8,guided,64,5,0.366526
A,100000,28,16,static,auto,1,0.346898
A,100000,28,16,static,auto,2,0.325821
A,100000,28,16,static,auto,3,0.330930
A,100000,28,16,static,auto,4,0.335754
A,100000,28,16,static,auto,5,0.340715
A,100000,28,16,dynamic,1,1,0.335651
A,100000,28,16,dynamic,1,2,0.326878
A,100000,28,16,dynamic,1,3,0.301272
A,100000,28,16,dynamic,1,4,0.309016
A,100000,28,16,dynamic,1,5,0.293343
A,100000,28,16,dynamic,4,1,0.291174
A,100000,28,16,dynamic,4,2,0.298965
A,100000,28,16,dynamic,4,3,0.294569
A,100000,28,16,dynamic,4,4,0.297634
A,100000,28,16,dynamic,4,5,0.301415
A,100000,28,16,dynamic,16,1,0.299295
A,100000,28,16,dynamic,16,2,0.291162
A,100000,28,16,dynamic,16,3,0.296741
A,100000,28,16,dynamic,16,4,0.295660
A,100000,28,16,dynamic,16,5,0.304083
A,100000,28,16,dynamic,64,1,0.298404
A,100000,28,16,dynamic,64,2,0.297235
A,100000,28,16,dynamic,64,3,0.299764
A,100000,28,16,dynamic,64,4,0.288901
A,100000,28,16,dynamic,64,5,0.302383
A,100000,28,16,guided,1,1,0.298405
A,100000,28,16,guided,1,2,0.331146
A,100000,28,16,guided,1,3,0.329440
A,100000,28,16,guided,1,4,0.313552
A,100000,28,16,guided,1,5,0.305500
A,100000,28,16,guided,4,1,0.293361
A,100000,28,16,guided,4,2,0.291943
A,100000,28,16,guided,4,3,0.301767
A,100000,28,16,guided,4,4,0.309257
A,100000,28,16,guided,4,5,0.319565
A,100000,28,16,guided,16,1,0.316624
A,100000,28,16,guided,16,2,0.311471
A,100000,28,16,guided,16,3,0.300557
A,100000,28,16,guided,16,4,0.304819
A,100000,28,16,guided,16,5,0.316574
A,100000,28,16,guided,64,1,0.305830
A,100000,28,16,guided,64,2,0.314282
A,100000,28,16,guided,64,3,0.329195
A,100000,28,16,guided,64,4,0.316992
A,100000,28,16,guided,64,5,0.303938
A,500000,20,1,static,auto,1,0.316000
A,500000,20,1,static,auto,2,0.316253
A,500000,20,1,static,auto,3,0.313962
A,500000,20,1,static,auto,4,0.312653
A,500000,20,1,static,auto,5,0.313984
A,500000,20,1,dynamic,1,1,0.318963
A,500000,20,1,dynamic,1,2,0.315139
A,500000,20,1,dynamic,1,3,0.317660
A,500000,20,1,dynamic,1,4,0.318090
A,500000,20,1,dynamic,1,5,0.315092
A,500000,20,1,dynamic,4,1,0.317021
A,500000,20,1,dynamic,4,2,0.332888
A,500000,20,1,dynamic,4,3,0.330059
A,500000,20,1,dynamic,4,4,0.329262
A,500000,20,1,dynamic,4,5,0.334324
A,500000,20,1,dynamic,16,1,0.328516
A,500000,20,1,dynamic,16,2,0.327441
A,500000,20,1,dynamic,16,3,0.323951
A,500000,20,1,dynamic,16,4,0.327101
A,500000,20,1,dynamic,16,5,0.326588
A,500000,20,1,dynamic,64,1,0.326785
A,500000,20,1,dynamic,64,2,0.324724
A,500000,20,1,dynamic,64,3,0.327185
A,500000,20,1,dynamic,64,4,0.326540
A,500000,20,1,dynamic,64,5,0.325015
A,500000,20,1,guided,1,1,0.325621
A,500000,20,1,guided,1,2,0.323952
A,500000,20,1,guided,1,3,0.324408
A,500000,20,1,guided,1,4,0.327026
A,500000,20,1,guided,1,5,0.323331
A,500000,20,1,guided,4,1,0.324869
A,500000,20,1,guided,4,2,0.325677
A,500000,20,1,guided,4,3,0.324402
A,500000,20,1,guided,4,4,0.327210
A,500000,20,1,guided,4,5,0.323501
A,500000,20,1,guided,16,1,0.327800
A,500000,20,1,guided,16,2,0.325801
A,500000,20,1,guided,16,3,0.325296
A,500000,20,1,guided,16,4,0.323664
A,500000,20,1,guided,16,5,0.307209
A,500000,20,1,guided,64,1,0.304243
A,500000,20,1,guided,64,2,0.307418
A,500000,20,1,guided,64,3,0.302317
A,500000,20,1,guided,64,4,0.302718
A,500000,20,1,guided,64,5,0.305120
A,500000,20,2,static,auto,1,0.158495
A,500000,20,2,static,auto,2,0.168319
A,500000,20,2,static,auto,3,0.155179
A,500000,20,2,static,auto,4,0.154865
A,500000,20,2,static,auto,5,0.159822
A,500000,20,2,dynamic,1,1,0.154790
A,500000,20,2,dynamic,1,2,0.154733
A,500000,20,2,dynamic,1,3,0.156995
A,500000,20,2,dynamic,1,4,0.153526
A,500000,20,2,dynamic,1,5,0.152940
A,500000,20,2,dynamic,4,1,0.152829
A,500000,20,2,dynamic,4,2,0.167276
A,500000,20,2,dynamic,4,3,0.154440
A,500000,20,2,dynamic,4,4,0.154348
A,500000,20,2,dynamic,4,5,0.154835
A,500000,20,2,dynamic,16,1,0.154164
A,500000,20,2,dynamic,16,2,0.154200
A,500000,20,2,dynamic,16,3,0.156371
A,500000,20,2,dynamic,16,4,0.154089
A,500000,20,2,dynamic,16,5,0.154663
A,500000,20,2,dynamic,64,1,0.153464
A,500000,20,2,dynamic,64,2,0.154768
A,500000,20,2,dynamic,64,3,0.156645
A,500000,20,2,dynamic,64,4,0.153706
A,500000,20,2,dynamic,64,5,0.154416
A,500000,20,2,guided,1,1,0.153165
A,500000,20,2,guided,1,2,0.157688
A,500000,20,2,guided,1,3,0.159514
A,500000,20,2,guided,1,4,0.152675
A,500000,20,2,guided,1,5,0.162987
A,500000,20,2,guided,4,1,0.152530
A,500000,20,2,guided,4,2,0.152192
A,500000,20,2,guided,4,3,0.153538
A,500000,20,2,guided,4,4,0.157882
A,500000,20,2,guided,4,5,0.153856
A,500000,20,2,guided,16,1,0.261458
A,500000,20,2,guided,16,2,0.153993
A,500000,20,2,guided,16,3,0.154511
A,500000,20,2,guided,16,4,0.154514
A,500000,20,2,guided,16,5,0.152994
A,500000,20,2,guided,64,1,0.189327
A,500000,20,2,guided,64,2,0.152797
A,500000,20,2,guided,64,3,0.155795
A,500000,20,2,guided,64,4,0.152845
A,500000,20,2,guided,64,5,0.153612
A,500000,20,4,static,auto,1,0.077520
A,500000,20,4,static,auto,2,0.079104
A,500000,20,4,static,auto,3,0.079829
A,500000,20,4,static,auto,4,0.086771
A,500000,20,4,static,auto,5,0.119025
A,500000,20,4,dynamic,1,1,0.080357
A,500000,20,4,dynamic,1,2,0.080279
A,500000,20,4,dynamic,1,3,0.087623
A,500000,20,4,dynamic,1,4,0.080183
A,500000,20,4,dynamic,1,5,0.082222
A,500000,20,4,dynamic,4,1,0.078540
A,500000,20,4,dynamic,4,2,0.076953
A,500000,20,4,dynamic,4,3,0.077149
A,500000,20,4,dynamic,4,4,0.077665
A,500000,20,4,dynamic,4,5,0.080662
A,500000,20,4,dynamic,16,1,0.085332
A,500000,20,4,dynamic,16,2,0.082074
A,500000,20,4,dynamic,16,3,0.077565
A,500000,20,4,dynamic,16,4,0.082281
A,500000,20,4,dynamic,16,5,0.097214
A,500000,20,4,dynamic,64,1,0.087265
A,500000,20,4,dynamic,64,2,0.076534
A,500000,20,4,dynamic,64,3,0.078865
A,500000,20,4,dynamic,64,4,0.076761
A,500000,20,4,dynamic,64,5,0.077612
A,500000,20,4,guided,1,1,0.078156
A,500000,20,4,guided,1,2,0.077857
A,500000,20,4,guided,1,3,0.081380
A,500000,20,4,guided,1,4,0.084494
A,500000,20,4,guided,1,5,0.092693
A,500000,20,4,guided,4,1,0.082447
A,500000,20,4,guided,4,2,0.080392
A,500000,20,4,guided,4,3,0.097989
A,500000,20,4,guided,4,4,0.077456
A,500000,20,4,guided,4,5,0.076859
A,500000,20,4,guided,16,1,0.078606
A,500000,20,4,guided,16,2,0.079266
A,500000,20,4,guided,16,3,0.082412
A,500000,20,4,guided,16,4,0.078892
A,500000,20,4,guided,16,5,0.077592
A,500000,20,4,guided,64,1,0.076845
A,500000,20,4,guided,64,2,0.078581
A,500000,20,4,guided,64,3,0.077421
A,500000,20,4,guided,64,4,0.081517
A,500000,20,4,guided,64,5,0.078391
A,500000,20,8,static,auto,1,0.053018
A,500000,20,8,static,auto,2,0.069709
A,500000,20,8,static,auto,3,0.070532
A,500000,20,8,static,auto,4,0.057698
A,500000,20,8,static,auto,5,0.055792
A,500000,20,8,dynamic,1,1,0.044221
A,500000,20,8,dynamic,1,2,0.049374
A,500000,20,8,dynamic,1,3,0.046597
A,500000,20,8,dynamic,1,4,0.048570
A,500000,20,8,dynamic,1,5,0.047100
A,500000,20,8,dynamic,4,1,0.051216
A,500000,20,8,dynamic,4,2,0.049473
A,500000,20,8,dynamic,4,3,0.046773
A,500000,20,8,dynamic,4,4,0.046755
A,500000,20,8,dynamic,4,5,0.047197
A,500000,20,8,dynamic,16,1,0.047007
A,500000,20,8,dynamic,16,2,0.054927
A,500000,20,8,dynamic,16,3,0.048522
A,500000,20,8,dynamic,16,4,0.050179
A,500000,20,8,dynamic,16,5,0.048935
A,500000,20,8,dynamic,64,1,0.046572
A,500000,20,8,dynamic,64,2,0.045520
A,500000,20,8,dynamic,64,3,0.049238
A,500000,20,8,dynamic,64,4,0.048113
A,500000,20,8,dynamic,64,5,0.046617
A,500000,20,8,guided,1,1,0.047182
A,500000,20,8,guided,1,2,0.045308
A,500000,20,8,guided,1,3,0.061312
A,500000,20,8,guided,1,4,0.054601
A,500000,20,8,guided,1,5,0.045467
A,500000,20,8,guided,4,1,0.061026
A,500000,20,8,guided,4,2,0.043417
A,500000,20,8,guided,4,3,0.046766
A,500000,20,8,guided,4,4,0.046529
A,500000,20,8,guided,4,5,0.052364
A,500000,20,8,guided,16,1,0.047162
A,500000,20,8,guided,16,2,0.051902
A,500000,20,8,guided,16,3,0.049665
A,500000,20,8,guided,16,4,0.062062
A,500000,20,8,guided,16,5,0.046049
A,500000,20,8,guided,64,1,0.051647
A,500000,20,8,guided,64,2,0.047265
A,500000,20,8,guided,64,3,0.057328
A,500000,20,8,guided,64,4,0.041438
A,500000,20,8,guided,64,5,0.049255
A,500000,20,16,static,auto,1,0.055465
A,500000,20,16,static,auto,2,0.058661
A,500000,20,16,static,auto,3,0.062340
A,500000,20,16,static,auto,4,0.053988
A,500000,20,16,static,auto,5,0.058893
A,500000,20,16,dynamic,1,1,0.048273
A,500000,20,16,dynamic,1,2,0.049053
A,500000,20,16,dynamic,1,3,0.046494
A,500000,20,16,dynamic,1,4,0.053066
A,500000,20,16,dynamic,1,5,0.047420
A,500000,20,16,dynamic,4,1,0.052314
A,500000,20,16,dynamic,4,2,0.056957
A,500000,20,16,dynamic,4,3,0.046327
A,500000,20,16,dynamic,4,4,0.049647
A,500000,20,16,dynamic,4,5,0.047434
A,500000,20,16,dynamic,16,1,0.046322
A,500000,20,16,dynamic,16,2,0.043434
A,500000,20,16,dynamic,16,3,0.047447
A,500000,20,16,dynamic,16,4,0.050967
A,500000,20,16,dynamic,16,5,0.048533
A,500000,20,16,dynamic,64,1,0.052650
A,500000,20,16,dynamic,64,2,0.050335
A,500000,20,16,dynamic,64,3,0.046145
A,500000,20,16,dynamic,64,4,0.047638
A,500000,20,16,dynamic,64,5,0.047863
A,500000,20,16,guided,1,1,0.047044
A,500000,20,16,guided,1,2,0.049343
A,500000,20,16,guided,1,3,0.060090
A,500000,20,16,guided,1,4,0.044481
A,500000,20,16,guided,1,5,0.047453
A,500000,20,16,guided,4,1,0.057013
A,500000,20,16,guided,4,2,0.059459
A,500000,20,16,guided,4,3,0.053674
A,500000,20,16,guided,4,4,0.052325
A,500000,20,16,guided,4,5,0.047902
A,500000,20,16,guided,16,1,0.056344
A,500000,20,16,guided,16,2,0.060312
A,500000,20,16,guided,16,3,0.050179
A,500000,20,16,guided,16,4,0.054037
A,500000,20,16,guided,16,5,0.049373
A,500000,20,16,guided,64,1,0.057039
A,500000,20,16,guided,64,2,0.049210
A,500000,20,16,guided,64,3,0.056710
A,500000,20,16,guided,64,4,0.054789
A,500000,20,16,guided,64,5,0.050500
A,500000,24,1,static,auto,1,1.972153
A,500000,24,1,static,auto,2,1.979304
A,500000,24,1,static,auto,3,1.961455
A,500000,24,1,static,auto,4,1.985579
A,500000,24,1,static,auto,5,2.007442
A,500000,24,1,dynamic,1,1,1.980784
A,500000,24,1,dynamic,1,2,2.010918
A,500000,24,1,dynamic,1,3,1.831778
A,500000,24,1,dynamic,1,4,1.848783
A,500000,24,1,dynamic,1,5,1.886269
A,500000,24,1,dynamic,4,1,1.844211
A,500000,24,1,dynamic,4,2,1.846894
A,500000,24,1,dynamic,4,3,1.819717
A,500000,24,1,dynamic,4,4,1.827878
A,500000,24,1,dynamic,4,5,1.844396
A,500000,24,1,dynamic,16,1,1.865062
A,500000,24,1,dynamic,16,2,1.935661
A,500000,24,1,dynamic,16,3,1.926186
A,500000,24,1,dynamic,16,4,1.949137
A,500000,24,1,dynamic,16,5,1.939811
A,500000,24,1,dynamic,64,1,1.975806
A,500000,24,1,dynamic,64,2,2.065320
A,500000,24,1,dynamic,64,3,2.013326
A,500000,24,1,dynamic,64,4,1.962401
A,500000,24,1,dynamic,64,5,1.835900
A,500000,24,1,guided,1,1,1.817193
A,500000,24,1,guided,1,2,1.827909
A,500000,24,1,guided,1,3,1.821356
A,500000,24,1,guided,1,4,1.816807
A,500000,24,1,guided,1,5,1.821887
A,500000,24,1,guided,4,1,1.821950
A,500000,24,1,guided,4,2,1.829639
A,500000,24,1,guided,4,3,1.888870
A,500000,24,1,guided,4,4,1.933560
A,500000,24,1,guided,4,5,1.931805
A,500000,24,1,guided,16,1,1.941822
A,500000,24,1,guided,16,2,1.948413
A,500000,24,1,guided,16,3,1.985250
A,500000,24,1,guided,16,4,1.978608
A,500000,24,1,guided,16,5,1.981584
A,500000,24,1,guided,64,1,1.931675
A,500000,24,1,guided,64,2,1.838613
A,500000,24,1,guided,64,3,1.825050
A,500000,24,1,guided,64,4,1.814521
A,500000,24,1,guided,64,5,1.819715
A,500000,24,2,static,auto,1,0.930998
A,500000,24,2,static,auto,2,0.943646
A,500000,24,2,static,auto,3,0.971125
A,500000,24,2,static,auto,4,0.949411
A,500000,24,2,static,auto,5,0.945638
A,500000,24,2,dynamic,1,1,0.938331
A,500000,24,2,dynamic,1,2,0.922759
A,500000,24,2,dynamic,1,3,1.042731
A,500000,24,2,dynamic,1,4,0.996358
A,500000,24,2,dynamic,1,5,1.514995
A,500000,24,2,dynamic,4,1,1.036850
A,500000,24,2,dynamic,4,2,1.034240
A,500000,24,2,dynamic,4,3,1.087554
A,500000,24,2,dynamic,4,4,1.004249
A,500000,24,2,dynamic,4,5,1.224832
A,500000,24,2,dynamic,16,1,1.035841
A,500000,24,2,dynamic,16,2,1.000922
A,500000,24,2,dynamic,16,3,1.157634
A,500000,24,2,dynamic,16,4,1.050579
A,500000,24,2,dynamic,16,5,1.040259
A,500000,24,2,dynamic,64,1,1.006498
A,500000,24,2,dynamic,64,2,1.014913
A,500000,24,2,dynamic,64,3,1.014475
A,500000,24,2,dynamic,64,4,1.190720
A,500000,24,2,dynamic,64,5,1.145537
A,500000,24,2,guided,1,1,1.083196
A,500000,24,2,guided,1,2,1.362200
A,500000,24,2,guided,1,3,1.013553
A,500000,24,2,guided,1,4,1.140760
A,500000,24,2,guided,1,5,1.017891
A,500000,24,2,guided,4,1,1.109600
A,500000,24,2,guided,4,2,1.219796
A,500000,24,2,guided,4,3,1.024104
A,500000,24,2,guided,4,4,1.006633
A,500000,24,2,guided,4,5,1.038383
A,500000,24,2,guided,16,1,1.413470
A,500000,24,2,guided,16,2,1.084479
A,500000,24,2,guided,16,3,0.975004
A,500000,24,2,guided,16,4,0.930450
A,500000,24,2,guided,16,5,1.005949
A,500000,24,2,guided,64,1,0.928547
A,500000,24,2,guided,64,2,0.922354
A,500000,24,2,guided,64,3,0.956583
A,500000,24,2,guided,64,4,0.919543
A,500000,24,2,guided,64,5,0.925886
A,500000,24,4,static,auto,1,0.470055
A,500000,24,4,static,auto,2,0.466371
A,500000,24,4,static,auto,3,0.458532
A,500000,24,4,static,auto,4,0.497794
A,500000,24,4,static,auto,5,0.470805
A,500000,24,4,dynamic,1,1,0.469389
A,500000,24,4,dynamic,1,2,0.499116
A,500000,24,4,dynamic,1,3,0.491729
A,500000,24,4,dynamic,1,4,0.481619
A,500000,24,4,dynamic,1,5,0.506697
A,500000,24,4,dynamic,4,1,0.502551
A,500000,24,4,dynamic,4,2,0.474882
A,500000,24,4,dynamic,4,3,0.527539
A,500000,24,4,dynamic,4,4,0.479264
A,500000,24,4,dynamic,4,5,0.456908
A,500000,24,4,dynamic,16,1,0.488729
A,500000,24,4,dynamic,16,2,0.464700
A,500000,24,4,dynamic,16,3,0.507304
A,500000,24,4,dynamic,16,4,0.510706
A,500000,24,4,dynamic,16,5,0.505647
A,500000,24,4,dynamic,64,1,0.519732
A,500000,24,4,dynamic,64,2,0.509401
A,500000,24,4,dynamic,64,3,0.492620
A,500000,24,4,dynamic,64,4,0.570390
A,500000,24,4,dynamic,64,5,0.524224
A,500000,24,4,guided,1,1,0.496366
A,500000,24,4,guided,1,2,0.521743
A,500000,24,4,guided,1,3,0.526243
A,500000,24,4,guided,1,4,0.593472
A,500000,24,4,guided,1,5,0.554157
A,500000,24,4,guided,4,1,0.554337
A,500000,24,4,guided,4,2,0.581695
A,500000,24,4,guided,4,3,0.620251
A,500000,24,4,guided,4,4,0.591399
A,500000,24,4,guided,4,5,0.501995
A,500000,24,4,guided,16,1,0.539718
A,500000,24,4,guided,16,2,0.531370
A,500000,24,4,guided,16,3,0.494088
A,500000,24,4,guided,16,4,0.554905
A,500000,24,4,guided,16,5,0.494782
A,500000,24,4,guided,64,1,0.495085
A,500000,24,4,guided,64,2,0.535969
A,500000,24,4,guided,64,3,0.557452
A,500000,24,4,guided,64,4,0.526569
A,500000,24,4,guided,64,5,0.514562
A,500000,24,8,static,auto,1,0.350265
A,500000,24,8,static,auto,2,0.344252
A,500000,24,8,static,auto,3,0.365641
A,500000,24,8,static,auto,4,0.383327
A,500000,24,8,static,auto,5,0.307463
A,500000,24,8,dynamic,1,1,0.288528
A,500000,24,8,dynamic,1,2,0.291113
A,500000,24,8,dynamic,1,3,0.305384
A,500000,24,8,dynamic,1,4,0.293662
A,500000,24,8,dynamic,1,5,0.279786
A,500000,24,8,dynamic,4,1,0.291773
A,500000,24,8,dynamic,4,2,0.292071
A,500000,24,8,dynamic,4,3,0.298827
A,500000,24,8,dynamic,4,4,0.294157
A,500000,24,8,dynamic,4,5,0.278627
A,500000,24,8,dynamic,16,1,0.291288
A,500000,24,8,dynamic,16,2,0.304073
A,500000,24,8,dynamic,16,3,0.296957
